pais,provincia_departamento,ciudad,property_type,rooms,bedrooms,bathrooms,surface_total,price_USD
Argentina,Capital Federal,Chacarita,Departamento,2.0,1.0,1.0,40.0,99000.0
Colombia,Antioquia,Medellín,Apartamento,3.0,3.0,2.0,96.0,104597.0
Argentina,Bs.As. G.B.A. Zona Norte,Pilar,Departamento,2.0,1.0,1.0,43.0,91000.0
Colombia,Cundinamarca,Madrid,Apartamento,3.0,3.0,2.0,46.0,41288.0
Argentina,Capital Federal,Palermo,Departamento,2.0,1.0,1.0,42.0,97400.0
Argentina,Bs.As. G.B.A. Zona Norte,San Isidro,Departamento,3.0,2.0,1.0,90.0,450000.0
Argentina,Santa Fe,Rosario,Departamento,3.0,2.0,1.0,65.0,89000.0
Colombia,Valle del Cauca,Cali,Apartamento,3.0,3.0,2.0,90.0,101844.0
Argentina,Capital Federal,Almagro,Departamento,2.0,1.0,1.0,41.0,97000.0
Argentina,Santa Fe,Rosario,Departamento,2.0,1.0,1.0,52.0,77000.0
Argentina,Capital Federal,Almagro,Departamento,4.0,3.0,3.0,101.0,250000.0
Colombia,Cundinamarca,Bogotá D.C,Apartamento,1.0,1.0,2.0,56.0,126617.0
Colombia,Cundinamarca,Bogotá D.C,Apartamento,2.0,2.0,3.0,86.0,173410.0
Argentina,Bs.As. G.B.A. Zona Sur,La Plata,Departamento,2.0,1.0,1.0,45.0,80000.0
Argentina,Bs.As. G.B.A. Zona Norte,Vicente López,Departamento,2.0,1.0,1.0,59.0,130000.0
Colombia,Cundinamarca,Bogotá D.C,Apartamento,3.0,3.0,2.0,92.0,121112.0
Argentina,Capital Federal,Barrio Norte,Departamento,1.0,1.0,1.0,25.0,75000.0
Argentina,Capital Federal,Balvanera,Departamento,2.0,1.0,1.0,35.0,79500.0
Colombia,Cundinamarca,Bogotá D.C,Apartamento,2.0,2.0,3.0,120.0,302780.0
Colombia,Antioquia,Sabaneta,Apartamento,3.0,3.0,2.0,66.0,63309.0
Argentina,Buenos Aires Costa Atlántica,Mar del Plata,Departamento,2.0,1.0,1.0,39.0,75000.0
Argentina,Buenos Aires Costa Atlántica,Mar del Plata,Departamento,3.0,2.0,1.0,60.0,98000.0
Argentina,Capital Federal,Chacarita,Departamento,4.0,3.0,1.0,95.0,172000.0
Argentina,Capital Federal,San Nicolás,Departamento,1.0,1.0,1.0,22.0,55000.0
Argentina,Capital Federal,Barrio Norte,Departamento,4.0,3.0,2.0,110.0,249000.0
Colombia,Cundinamarca,Bogotá D.C,Apartamento,1.0,1.0,1.0,60.0,118359.0
Argentina,Capital Federal,Almagro,Departamento,3.0,2.0,2.0,76.0,199500.0
Argentina,Capital Federal,Palermo,Departamento,2.0,1.0,1.0,47.0,115000.0
Argentina,Capital Federal,Recoleta,Departamento,1.0,1.0,1.0,30.0,125000.0
Colombia,Atlántico,Barranquilla,Apartamento,3.0,3.0,2.0,115.0,115607.0
Argentina,Bs.As. G.B.A. Zona Oeste,Tres de Febrero,Departamento,2.0,1.0,1.0,43.0,20000.0
Argentina,Capital Federal,Belgrano,Departamento,4.0,3.0,4.0,128.0,630000.0
Colombia,Atlántico,Barranquilla,Apartamento,3.0,3.0,3.0,192.0,121112.0
Colombia,Valle del Cauca,Cali,Apartamento,3.0,3.0,1.0,62.0,42664.0
Argentina,Capital Federal,Palermo,Departamento,4.0,3.0,2.0,97.0,149000.0
Argentina,Bs.As. G.B.A. Zona Oeste,La Matanza,Departamento,2.0,1.0,1.0,46.0,89500.0
Colombia,Valle del Cauca,Cali,Apartamento,3.0,3.0,4.0,200.0,335811.0
Argentina,Buenos Aires Costa Atlántica,Mar del Plata,Departamento,3.0,2.0,1.0,50.0,95000.0
Argentina,Bs.As. G.B.A. Zona Norte,Vicente López,Departamento,4.0,3.0,2.0,127.0,305000.0
Argentina,Capital Federal,Palermo,Departamento,3.0,2.0,2.0,89.0,359000.0
Colombia,Cundinamarca,Bogotá D.C,Apartamento,3.0,3.0,3.0,111.0,192678.0
Argentina,Capital Federal,Liniers,Departamento,2.0,2.0,1.0,107.0,110000.0
Argentina,Capital Federal,San Nicolás,Departamento,2.0,1.0,1.0,38.0,100000.0
Argentina,Capital Federal,Palermo,Departamento,3.0,2.0,1.0,65.0,133000.0
Argentina,Capital Federal,Congreso,Departamento,4.0,2.0,2.0,120.0,209000.0
Argentina,Capital Federal,Villa Devoto,Departamento,3.0,2.0,1.0,51.0,89900.0
Colombia,Atlántico,Barranquilla,Apartamento,1.0,1.0,2.0,58.0,52298.0
Argentina,Capital Federal,Palermo,Departamento,2.0,1.0,1.0,36.0,110000.0
Argentina,Capital Federal,Belgrano,Departamento,2.0,1.0,2.0,64.0,209533.0
Colombia,Antioquia,Sabaneta,Apartamento,2.0,2.0,2.0,75.0,68814.0
Argentina,Capital Federal,Chacarita,Departamento,2.0,1.0,1.0,31.0,65000.0
Argentina,Santa Fe,Rosario,Departamento,2.0,1.0,1.0,57.0,61858.0
Colombia,Antioquia,Rionegro,Apartamento,2.0,2.0,2.0,66.0,89458.0
Argentina,Bs.As. G.B.A. Zona Norte,Tigre,Departamento,3.0,2.0,2.0,80.0,200000.0
Argentina,Bs.As. G.B.A. Zona Sur,La Plata,Departamento,4.0,3.0,3.0,140.0,235000.0
Colombia,Antioquia,Medellín,Apartamento,2.0,2.0,2.0,65.0,48170.0
Argentina,Capital Federal,Caballito,Departamento,1.0,1.0,1.0,42.0,128000.0
Colombia,Valle del Cauca,Cali,Apartamento,3.0,3.0,3.0,117.0,123865.0
Colombia,Norte de Santander,Los Patios,Apartamento,2.0,2.0,3.0,114.0,68814.0
Argentina,Buenos Aires Costa Atlántica,Mar del Plata,Departamento,3.0,2.0,2.0,85.0,75000.0
Argentina,Capital Federal,Palermo,Departamento,4.0,3.0,2.0,75.0,195000.0
Argentina,Buenos Aires Costa Atlántica,Mar del Plata,Departamento,2.0,1.0,1.0,28.0,63900.0
Argentina,Bs.As. G.B.A. Zona Norte,General San Martín,Departamento,3.0,2.0,1.0,70.0,123500.0
Colombia,Valle del Cauca,Cali,Apartamento,3.0,3.0,4.0,150.0,79824.0
Argentina,Capital Federal,Congreso,Departamento,2.0,1.0,1.0,34.0,76000.0
Argentina,Capital Federal,Palermo,Departamento,2.0,1.0,1.0,41.0,145000.0
Argentina,Bs.As. G.B.A. Zona Oeste,Morón,Departamento,2.0,1.0,1.0,40.0,75000.0
Argentina,Capital Federal,Boca,Departamento,4.0,3.0,1.0,76.0,120000.0
Argentina,Capital Federal,Barrio Norte,Departamento,2.0,1.0,1.0,31.0,89000.0
Argentina,Capital Federal,Floresta,Departamento,3.0,2.0,1.0,69.0,149900.0
Colombia,Antioquia,Envigado,Apartamento,3.0,3.0,2.0,68.0,72942.0
Argentina,Capital Federal,Palermo,Departamento,2.0,1.0,1.0,42.0,130000.0
Colombia,Cundinamarca,Bogotá D.C,Apartamento,3.0,3.0,3.0,157.0,233141.0
Argentina,Bs.As. G.B.A. Zona Sur,La Plata,Departamento,1.0,1.0,1.0,30.0,60000.0
Colombia,Cundinamarca,Bogotá D.C,Apartamento,2.0,2.0,2.0,71.0,122250.0
Colombia,Antioquia,Sabaneta,Apartamento,2.0,2.0,2.0,60.0,66061.0
Argentina,Buenos Aires Costa Atlántica,Pinamar,Departamento,4.0,3.0,3.0,104.0,139000.0
Argentina,Buenos Aires Costa Atlántica,Mar del Plata,Departamento,2.0,1.0,1.0,36.0,73900.0
Argentina,Buenos Aires Costa Atlántica,Mar del Plata,Departamento,4.0,3.0,3.0,144.0,370000.0
Argentina,Bs.As. G.B.A. Zona Oeste,Morón,Departamento,2.0,1.0,1.0,35.0,43500.0
Argentina,Capital Federal,Centro / Microcentro,Departamento,2.0,1.0,1.0,42.0,110000.0
Colombia,Valle del Cauca,Cali,Apartamento,3.0,3.0,3.0,168.0,104597.0
Argentina,Capital Federal,Barrio Norte,Departamento,2.0,1.0,1.0,33.0,114900.0
Colombia,Valle del Cauca,Cali,Apartamento,2.0,2.0,2.0,56.0,38536.0
Argentina,Capital Federal,Palermo,Departamento,3.0,2.0,1.0,70.0,135000.0
Argentina,Río Negro,General Roca,Departamento,4.0,2.0,2.0,95.0,180000.0
Colombia,Cundinamarca,Gachancipá,Apartamento,3.0,3.0,1.0,53.0,38536.0
Argentina,Capital Federal,Almagro,Departamento,2.0,1.0,1.0,37.0,85000.0
Argentina,Capital Federal,Recoleta,Departamento,5.0,3.0,1.0,135.0,390000.0
Argentina,Córdoba,Punilla,Departamento,4.0,2.0,1.0,64.0,65000.0
Argentina,Capital Federal,Recoleta,Departamento,2.0,1.0,1.0,37.0,105000.0
Argentina,Capital Federal,Centro / Microcentro,Departamento,3.0,2.0,2.0,85.0,145000.0
Argentina,Capital Federal,San Nicolás,Departamento,5.0,3.0,2.0,116.0,235000.0
Argentina,Capital Federal,San Telmo,Departamento,2.0,1.0,1.0,45.0,160000.0
Argentina,Santa Fe,Rosario,Departamento,3.0,1.0,1.0,35.0,71500.0
Argentina,Capital Federal,Villa Lugano,Departamento,3.0,2.0,1.0,50.0,47000.0
Colombia,Cundinamarca,Bogotá D.C,Apartamento,3.0,3.0,3.0,171.0,371594.0
Argentina,Bs.As. G.B.A. Zona Norte,Tigre,Departamento,3.0,2.0,2.0,88.0,250000.0
Argentina,Bs.As. G.B.A. Zona Norte,Tigre,Departamento,5.0,2.0,1.0,70.0,190000.0
Argentina,Capital Federal,Villa Crespo,Departamento,2.0,1.0,1.0,37.0,85000.0
Colombia,Cundinamarca,Bogotá D.C,Apartamento,3.0,3.0,2.0,86.0,121112.0
Colombia,Atlántico,Barranquilla,Apartamento,3.0,3.0,2.0,99.0,77071.0
Colombia,Atlántico,Barranquilla,Apartamento,3.0,3.0,2.0,98.0,63309.0
Argentina,Capital Federal,Villa Urquiza,Departamento,2.0,1.0,1.0,41.0,120000.0
Colombia,Cundinamarca,Bogotá D.C,Apartamento,3.0,3.0,2.0,150.0,220204.0
Argentina,Capital Federal,Recoleta,Departamento,3.0,2.0,3.0,115.0,340000.0
Argentina,Santa Fe,Rosario,Departamento,2.0,1.0,1.0,48.0,93000.0
Argentina,Capital Federal,Congreso,Departamento,3.0,2.0,2.0,74.0,145000.0
Colombia,Cundinamarca,Bogotá D.C,Apartamento,3.0,3.0,3.0,158.0,302780.0
Colombia,Cundinamarca,Bogotá D.C,Apartamento,3.0,3.0,3.0,240.0,440407.0
Colombia,Valle del Cauca,Cali,Apartamento,3.0,3.0,2.0,108.0,63309.0
Colombia,Antioquia,Envigado,Apartamento,3.0,3.0,3.0,117.0,165153.0
Argentina,Santa Fe,Rosario,Departamento,1.0,1.0,1.0,18.0,29000.0
Argentina,Capital Federal,Las Cañitas,Departamento,5.0,4.0,2.0,240.0,850000.0
Argentina,Bs.As. G.B.A. Zona Norte,Pilar,Departamento,2.0,1.0,2.0,48.0,159900.0
Argentina,Bs.As. G.B.A. Zona Sur,Quilmes,Departamento,3.0,2.0,1.0,59.0,69000.0
Colombia,Antioquia,Medellín,Apartamento,3.0,3.0,2.0,110.0,55051.0
Argentina,Capital Federal,Palermo,Departamento,2.0,1.0,1.0,33.0,95000.0
Argentina,Santa Fe,Rosario,Departamento,2.0,1.0,1.0,34.0,49500.0
Argentina,Bs.As. G.B.A. Zona Oeste,Tres de Febrero,Departamento,2.0,1.0,1.0,49.0,65000.0
Argentina,Capital Federal,Almagro,Departamento,4.0,3.0,1.0,100.0,165000.0
Argentina,Capital Federal,Belgrano,Departamento,1.0,1.0,1.0,39.0,120000.0
Argentina,Santa Fe,Rosario,Departamento,2.0,1.0,1.0,34.0,47000.0
Argentina,Santa Fe,Rosario,Departamento,2.0,1.0,1.0,46.0,90000.0
Argentina,Capital Federal,Barrio Norte,Departamento,2.0,1.0,1.0,41.0,82000.0
Colombia,Cundinamarca,Bogotá D.C,Apartamento,3.0,3.0,2.0,61.0,79824.0
Argentina,Santa Fe,Rosario,Departamento,5.0,4.0,3.0,145.0,550000.0
Argentina,Capital Federal,Belgrano,Departamento,4.0,3.0,3.0,112.0,600000.0
Argentina,Capital Federal,Almagro,Departamento,4.0,3.0,1.0,100.0,174500.0
Colombia,Cundinamarca,Bogotá D.C,Apartamento,3.0,3.0,3.0,158.0,217451.0
Colombia,Cundinamarca,Bogotá D.C,Apartamento,2.0,2.0,3.0,152.0,302780.0
Argentina,Bs.As. G.B.A. Zona Oeste,Tres de Febrero,Departamento,2.0,1.0,1.0,40.0,77000.0
Colombia,Atlántico,Barranquilla,Apartamento,3.0,3.0,2.0,79.0,57803.0
Colombia,Antioquia,Envigado,Apartamento,3.0,3.0,5.0,165.0,169282.0
Argentina,Mendoza,Mendoza,Departamento,4.0,2.0,2.0,80.0,125000.0
Argentina,Capital Federal,Colegiales,Departamento,4.0,3.0,1.0,80.0,150000.0
Argentina,Santa Fe,Rosario,Departamento,2.0,1.0,1.0,35.0,64000.0
Colombia,Santander,Bucaramanga,Apartamento,4.0,4.0,4.0,204.0,206441.0
Argentina,Capital Federal,Barrio Norte,Departamento,5.0,4.0,2.0,120.0,285000.0
Argentina,Capital Federal,Almagro,Departamento,2.0,1.0,1.0,32.0,80000.0
Argentina,Capital Federal,Palermo,Departamento,3.0,2.0,2.0,66.0,184700.0
Colombia,Antioquia,Medellín,Apartamento,2.0,2.0,3.0,109.0,188549.0
Colombia,Cundinamarca,Bogotá D.C,Apartamento,2.0,2.0,1.0,42.0,44041.0
Colombia,Valle del Cauca,Cali,Apartamento,2.0,2.0,3.0,137.0,137627.0
Colombia,Cundinamarca,Bogotá D.C,Apartamento,3.0,3.0,3.0,178.0,302780.0
Colombia,Cundinamarca,Bogotá D.C,Apartamento,3.0,3.0,3.0,164.0,247729.0
Argentina,Capital Federal,Barrio Norte,Departamento,3.0,2.0,2.0,88.0,180000.0
Argentina,Capital Federal,Villa Ortuzar,Departamento,2.0,1.0,1.0,45.0,85000.0
Argentina,Capital Federal,Palermo,Departamento,5.0,3.0,3.0,281.0,770000.0
Colombia,Cundinamarca,Bogotá D.C,Apartamento,3.0,3.0,2.0,75.0,114905.0
Argentina,Capital Federal,Pompeya,Departamento,3.0,2.0,1.0,59.0,58000.0
Argentina,Capital Federal,Recoleta,Departamento,7.0,4.0,4.0,318.0,1900000.0
Colombia,Valle del Cauca,Cali,Apartamento,3.0,3.0,2.0,83.0,82576.0
Argentina,Córdoba,Córdoba,Departamento,1.0,1.0,1.0,29.0,45000.0
Argentina,Bs.As. G.B.A. Zona Norte,Tigre,Departamento,4.0,3.0,3.0,92.0,290000.0
Colombia,Antioquia,Bello,Apartamento,2.0,2.0,2.0,54.0,53675.0
Colombia,Cundinamarca,Bogotá D.C,Apartamento,3.0,3.0,4.0,329.0,853289.0
Argentina,Capital Federal,Caballito,Departamento,2.0,1.0,1.0,37.0,83000.0
Colombia,Antioquia,Medellín,Apartamento,3.0,3.0,3.0,150.0,151390.0
Argentina,Buenos Aires Costa Atlántica,Mar del Plata,Departamento,2.0,1.0,1.0,30.0,63900.0
Colombia,Cundinamarca,Bogotá D.C,Apartamento,3.0,3.0,3.0,127.0,188549.0
Argentina,Capital Federal,Villa del Parque,Departamento,3.0,2.0,1.0,59.0,99000.0
Argentina,Santa Fe,Rosario,Departamento,2.0,1.0,1.0,45.0,85394.0
Argentina,Capital Federal,Recoleta,Departamento,2.0,1.0,1.0,40.0,150000.0
Argentina,Santa Fe,Rosario,Departamento,4.0,3.0,2.0,138.0,621000.0
Argentina,Capital Federal,Barrio Norte,Departamento,5.0,3.0,2.0,105.0,315000.0
Argentina,Capital Federal,Palermo,Departamento,1.0,1.0,1.0,23.0,76000.0
Argentina,Bs.As. G.B.A. Zona Norte,General San Martín,Departamento,4.0,3.0,1.0,61.0,77000.0
Argentina,Capital Federal,Paternal,Departamento,2.0,1.0,1.0,43.0,82000.0
Colombia,Cundinamarca,Bogotá D.C,Apartamento,3.0,3.0,3.0,107.0,184971.0
Colombia,Cundinamarca,Bogotá D.C,Apartamento,3.0,3.0,2.0,56.0,41288.0
Argentina,Capital Federal,Palermo,Departamento,2.0,1.0,1.0,47.0,101000.0
Argentina,Bs.As. G.B.A. Zona Norte,General San Martín,Departamento,3.0,2.0,1.0,58.0,100000.0
Colombia,Atlántico,Barranquilla,Apartamento,3.0,3.0,3.0,100.0,92761.0
Colombia,Cundinamarca,Bogotá D.C,Apartamento,3.0,3.0,3.0,103.0,99092.0
Argentina,Capital Federal,San Telmo,Departamento,1.0,1.0,1.0,17.0,55000.0
Colombia,Cundinamarca,Bogotá D.C,Apartamento,3.0,3.0,2.0,85.0,88081.0
Argentina,Bs.As. G.B.A. Zona Norte,San Miguel,Departamento,3.0,2.0,2.0,54.0,115000.0
Argentina,Capital Federal,Belgrano,Departamento,2.0,1.0,1.0,30.0,87000.0
Argentina,Capital Federal,Belgrano,Departamento,6.0,4.0,3.0,183.0,550000.0
Argentina,Buenos Aires Costa Atlántica,Mar del Plata,Departamento,2.0,1.0,1.0,38.0,89900.0
Argentina,Capital Federal,Recoleta,Departamento,2.0,1.0,1.0,39.0,158000.0
Argentina,Capital Federal,Palermo,Departamento,2.0,1.0,1.0,60.0,225000.0
Colombia,Cundinamarca,Bogotá D.C,Apartamento,3.0,3.0,2.0,90.0,107349.0
Argentina,Capital Federal,Las Cañitas,Departamento,5.0,4.0,2.0,240.0,850000.0
Argentina,Santa Fe,Rosario,Departamento,2.0,1.0,1.0,38.0,105000.0
Colombia,Cundinamarca,Bogotá D.C,Apartamento,3.0,3.0,2.0,72.0,84778.0
Argentina,Capital Federal,Almagro,Departamento,2.0,1.0,1.0,40.0,83000.0
Argentina,Santa Fe,Rosario,Departamento,4.0,2.0,2.0,70.0,130000.0
Argentina,Capital Federal,Almagro,Departamento,2.0,1.0,1.0,32.0,80000.0
Argentina,Capital Federal,Recoleta,Departamento,1.0,1.0,1.0,34.0,188000.0
Argentina,Capital Federal,Parque Patricios,Departamento,2.0,1.0,1.0,52.0,115000.0
Colombia,Cundinamarca,Bogotá D.C,Apartamento,2.0,2.0,2.0,109.0,140380.0
Argentina,Capital Federal,Balvanera,Departamento,5.0,3.0,2.0,92.0,120000.0
Argentina,Capital Federal,Villa Crespo,Departamento,2.0,1.0,1.0,39.0,85000.0
Colombia,Risaralda,Pereira,Apartamento,3.0,3.0,3.0,83.0,82576.0
Argentina,Capital Federal,Palermo,Departamento,3.0,2.0,2.0,66.0,168000.0
Argentina,Santa Fe,Rosario,Departamento,2.0,1.0,1.0,40.0,70000.0
Argentina,Buenos Aires Costa Atlántica,Mar del Plata,Departamento,3.0,2.0,2.0,95.0,260000.0
Argentina,Bs.As. G.B.A. Zona Oeste,Tres de Febrero,Departamento,1.0,1.0,1.0,30.0,60000.0
Colombia,Cundinamarca,Bogotá D.C,Apartamento,2.0,2.0,2.0,80.0,172034.0
Colombia,Cundinamarca,Bogotá D.C,Apartamento,3.0,3.0,2.0,61.0,68814.0
Argentina,Capital Federal,Palermo,Departamento,2.0,1.0,1.0,53.0,137000.0
Argentina,Capital Federal,Balvanera,Departamento,1.0,1.0,1.0,38.0,99000.0
Argentina,Capital Federal,Parque Chacabuco,Departamento,2.0,1.0,1.0,41.0,84900.0
Argentina,Capital Federal,San Cristobal,Departamento,1.0,1.0,1.0,25.0,60000.0
Argentina,Santa Fe,Rosario,Departamento,4.0,3.0,2.0,138.0,621000.0
Argentina,Capital Federal,Caballito,Departamento,2.0,1.0,1.0,47.0,99800.0
Colombia,Atlántico,Puerto Colombia,Apartamento,3.0,3.0,2.0,102.0,88081.0
Argentina,Santa Fe,Rosario,Departamento,2.0,1.0,1.0,34.0,47000.0
Argentina,Buenos Aires Costa Atlántica,Mar del Plata,Departamento,3.0,2.0,1.0,54.0,70000.0
Argentina,Buenos Aires Costa Atlántica,Mar del Plata,Departamento,1.0,1.0,1.0,28.0,53000.0
Colombia,Cundinamarca,Bogotá D.C,Apartamento,3.0,3.0,3.0,141.0,206441.0
Argentina,Capital Federal,Villa del Parque,Departamento,4.0,3.0,2.0,95.0,270000.0
Colombia,Cundinamarca,Bogotá D.C,Apartamento,4.0,4.0,5.0,270.0,357831.0
Argentina,Buenos Aires Costa Atlántica,Mar del Plata,Departamento,2.0,1.0,1.0,32.0,56000.0
Argentina,Buenos Aires Costa Atlántica,Santa Teresita,Departamento,3.0,2.0,1.0,50.0,50000.0
Colombia,Cundinamarca,Bogotá D.C,Apartamento,5.0,5.0,4.0,234.0,412882.0
Argentina,Bs.As. G.B.A. Zona Norte,Tigre,Departamento,2.0,1.0,1.0,42.0,105000.0
Argentina,Santa Fe,Rosario,Departamento,2.0,1.0,1.0,47.0,72000.0
Argentina,Capital Federal,Barracas,Departamento,3.0,2.0,1.0,53.0,78000.0
Argentina,Santa Fe,Rosario,Departamento,1.0,1.0,1.0,33.0,62000.0
Colombia,Antioquia,Envigado,Apartamento,3.0,3.0,2.0,68.0,66061.0
Argentina,Santa Fe,Rosario,Departamento,2.0,1.0,1.0,34.0,47000.0
Argentina,Bs.As. G.B.A. Zona Norte,San Isidro,Departamento,2.0,1.0,1.0,50.0,122000.0
Colombia,Antioquia,Bello,Apartamento,3.0,3.0,2.0,77.0,70190.0
Argentina,Capital Federal,Nuñez,Departamento,1.0,1.0,1.0,35.0,99000.0
Argentina,Bs.As. G.B.A. Zona Norte,Tigre,Departamento,1.0,1.0,1.0,40.0,110000.0
Colombia,Cundinamarca,Bogotá D.C,Apartamento,3.0,3.0,3.0,119.0,90834.0
Argentina,Capital Federal,Palermo,Departamento,2.0,1.0,1.0,33.0,105100.0
Colombia,Cundinamarca,Bogotá D.C,Apartamento,3.0,3.0,2.0,74.0,90834.0
Argentina,Santa Fe,Rosario,Departamento,3.0,2.0,1.0,70.0,130000.0
Argentina,Capital Federal,Villa Crespo,Departamento,2.0,1.0,1.0,80.0,129000.0
Colombia,Huila,Neiva,Apartamento,3.0,3.0,2.0,89.0,45821.0
Argentina,Capital Federal,Recoleta,Departamento,1.0,1.0,1.0,27.0,79500.0
Argentina,Bs.As. G.B.A. Zona Norte,Tigre,Departamento,4.0,3.0,3.0,140.0,360000.0
Argentina,Capital Federal,Palermo,Departamento,2.0,1.0,1.0,42.0,99900.0
Argentina,Bs.As. G.B.A. Zona Norte,San Isidro,Departamento,3.0,2.0,3.0,138.0,390000.0
Argentina,Bs.As. G.B.A. Zona Oeste,Tres de Febrero,Departamento,2.0,1.0,2.0,57.0,74000.0
Colombia,Cundinamarca,Bogotá D.C,Apartamento,3.0,3.0,4.0,237.0,357831.0
Argentina,Capital Federal,Caballito,Departamento,1.0,1.0,1.0,42.0,123000.0
Argentina,Capital Federal,Belgrano,Departamento,3.0,2.0,2.0,80.0,550000.0
Colombia,Antioquia,La Estrella,Apartamento,2.0,2.0,2.0,62.0,64685.0
Argentina,Capital Federal,Balvanera,Departamento,2.0,1.0,1.0,41.0,77900.0
Colombia,Valle del Cauca,Cali,Apartamento,4.0,4.0,5.0,319.0,330306.0
Argentina,Buenos Aires Costa Atlántica,Mar del Plata,Departamento,1.0,1.0,1.0,24.0,78900.0
Argentina,Bs.As. G.B.A. Zona Oeste,Tres de Febrero,Departamento,2.0,1.0,1.0,60.0,65000.0
Colombia,Antioquia,Sabaneta,Apartamento,3.0,3.0,2.0,124.0,115607.0
Argentina,Capital Federal,Belgrano,Departamento,4.0,3.0,3.0,171.0,1300000.0
Colombia,Antioquia,Envigado,Apartamento,3.0,3.0,2.0,75.0,96339.0
Argentina,Capital Federal,Palermo,Departamento,3.0,2.0,1.0,80.0,275000.0
Argentina,Santa Fe,Rosario,Departamento,2.0,1.0,1.0,34.0,49500.0
Argentina,Capital Federal,Nuñez,Departamento,4.0,3.0,3.0,204.0,1200000.0
Argentina,Capital Federal,Palermo,Departamento,3.0,2.0,1.0,73.0,230000.0
Argentina,Santa Fe,Rosario,Departamento,1.0,1.0,1.0,24.0,42640.0
Colombia,Cundinamarca,Bogotá D.C,Apartamento,3.0,3.0,2.0,76.0,83953.0
Argentina,Capital Federal,Villa Urquiza,Departamento,1.0,1.0,1.0,25.0,83500.0
Argentina,Capital Federal,Palermo,Departamento,3.0,2.0,3.0,88.0,330000.0
Colombia,Cundinamarca,Bogotá D.C,Apartamento,2.0,2.0,3.0,142.0,311038.0
Argentina,Santa Fe,Rosario,Departamento,2.0,1.0,1.0,78.0,139500.0
Argentina,Capital Federal,Palermo,Departamento,4.0,3.0,3.0,210.0,935000.0
Colombia,Valle del Cauca,Cali,Apartamento,3.0,3.0,2.0,58.0,36334.0
Colombia,Cundinamarca,Bogotá D.C,Apartamento,3.0,3.0,3.0,126.0,148637.0
Argentina,Bs.As. G.B.A. Zona Sur,La Plata,Departamento,3.0,2.0,2.0,114.0,260000.0
Argentina,Bs.As. G.B.A. Zona Norte,Tigre,Departamento,4.0,3.0,2.0,130.0,285000.0
Argentina,Bs.As. G.B.A. Zona Oeste,La Matanza,Departamento,2.0,1.0,1.0,35.0,55000.0
Colombia,Antioquia,Envigado,Apartamento,3.0,3.0,2.0,89.0,96339.0
Colombia,Cundinamarca,Bogotá D.C,Apartamento,3.0,3.0,3.0,93.0,99092.0
Colombia,Atlántico,Barranquilla,Apartamento,3.0,3.0,2.0,132.0,93587.0
Argentina,Capital Federal,Recoleta,Departamento,2.0,1.0,1.0,23.0,90000.0
Argentina,Entre Ríos,Colón,Departamento,3.0,2.0,1.0,60.0,85000.0
Argentina,Santa Fe,Esperanza,Departamento,2.0,1.0,1.0,43.0,37000.0
Argentina,Capital Federal,Recoleta,Departamento,4.0,3.0,2.0,105.0,310000.0
Colombia,Atlántico,Barranquilla,Apartamento,3.0,3.0,2.0,87.0,63309.0
Argentina,Capital Federal,Once,Departamento,2.0,1.0,1.0,50.0,109000.0
Argentina,Santa Fe,Rosario,Departamento,2.0,1.0,1.0,30.0,49500.0
Argentina,Capital Federal,Villa Crespo,Departamento,3.0,2.0,1.0,65.0,180000.0
Argentina,Capital Federal,Belgrano,Departamento,2.0,1.0,1.0,50.0,137000.0
Argentina,Santa Fe,Rosario,Departamento,2.0,1.0,1.0,35.0,62000.0
Argentina,Neuquén,Neuquén,Departamento,2.0,1.0,1.0,50.0,70000.0
Argentina,Córdoba,Villa Carlos Paz,Departamento,2.0,1.0,1.0,40.0,45000.0
Argentina,Buenos Aires Costa Atlántica,Mar del Plata,Departamento,2.0,1.0,1.0,42.0,69500.0
Colombia,Antioquia,Bello,Apartamento,3.0,3.0,2.0,55.0,44041.0
Colombia,Cundinamarca,Cabrera,Apartamento,3.0,3.0,4.0,178.0,363336.0
Colombia,Antioquia,Medellín,Apartamento,3.0,3.0,4.0,195.0,330306.0
Colombia,Antioquia,Bello,Apartamento,3.0,3.0,2.0,68.0,57803.0
Colombia,Valle del Cauca,Cali,Apartamento,3.0,3.0,2.0,66.0,63309.0
Argentina,Capital Federal,San Telmo,Departamento,3.0,2.0,1.0,44.0,99000.0
Argentina,Neuquén,Neuquén,Departamento,3.0,2.0,2.0,82.0,215000.0
Colombia,Valle del Cauca,Cali,Apartamento,3.0,3.0,2.0,65.0,60556.0
Argentina,Capital Federal,Congreso,Departamento,3.0,2.0,1.0,60.0,114500.0
Argentina,Capital Federal,Villa Lugano,Departamento,3.0,2.0,1.0,49.0,49000.0
Colombia,Cundinamarca,Bogotá D.C,Apartamento,3.0,3.0,5.0,228.0,275255.0
Argentina,Capital Federal,Abasto,Departamento,2.0,1.0,1.0,41.0,98000.0
Colombia,Valle del Cauca,Cali,Apartamento,3.0,3.0,3.0,110.0,71566.0
Argentina,Capital Federal,Villa Crespo,Departamento,4.0,3.0,1.0,95.0,172000.0
Argentina,Santa Fe,Rosario,Departamento,2.0,1.0,1.0,38.0,67000.0
Colombia,Valle del Cauca,Cali,Apartamento,3.0,3.0,5.0,243.0,412882.0
